partid,line,speaker,text,no_chars,no_words
17,85,interviewer,"Have you found, have you encountered any of those kinds of attitudes in parkour do you think women are treated differently in the sport, in terms of teaching, teaching and coaching?",147,31
17,86,participant,"I think it very much depends on the community. I was very lucky that the community that I stumbled upon was extremely, extremely respectful and treated me completely normally. And it was no big deal. Like they're doing giant jumps, and I am doing my tiny jumps on the sidewalk. Like that was never an issue and everybody was very supportive and just celebrated everybody's success, it didn't matter if you're jumping, you know, 2 feet or 12 feet, that was like everyone was, you know, had a very healthy community vibe, but I've also been to communities where I've visited and like, I did one pull up, and somebody was like, Oh, my God, a girl can do a pull up. And it was just like, um, so I think it very much depends on the community, and the leadership behind the community, because I think most often that has to do with a certain amount of exposure and the culture that is being created. And when you can create a culture that is inclusive, then you're going to, you know, have that kind of healthier culture, when you're not used to seeing women training. And then when they do, you don't know how to react, or people get, sometimes people are excited, which is great. But sometimes people get a little too excited, and then just want to like baby you and help you along. So there is kind of a right way of how to do that. But I think it depends on the community and the maturity of the leaders of that community and how they're kind of creating that culture and having conversations about it. Because I know that's, if people just don't know, like, they don't mean any harm, giving people unsolicited advice. But just because you don't intend any harm, doesn't mean there isn't some kind of harm that can happen from that.",1350,320
17,87,interviewer,"Yeah, I mean, that was kind of my next question is, is even in the inclusive welcoming communities or, or positive communities, have you, have you found any like, assumptions? Or, generally, you know, it's all guys doing it, doing parkour, have you found that, you know, they've been telling you things you just like, Yeah, that's great, if you're a guy [laugh] Or anything like that?",293,67
17,88,participant,"Um, I do find, well, the reason that I am passionate about coaching women is because when I started, I was pretty much the only girl. So I did a lot of anything. Part of the reason I became a coach was because I did a lot of my own figuring out progressions and adaptations. I'm like, Alright, they're doing this really big jump that I definitely can't do. And I'm not even gonna attempt. So what can I do that's still like, training with them, but not the thing that they're doing. So I've found a lot of like, it's important to me to be able to help women get to that point, because I don't know, it's, it's tough to start that way. And, you know, you need a certain mindset to do it. And like, like I said, if I hadn't fallen into a community that was inclusive, it probably, I may not be here today, you know, 10 years later, I might not have done parkour at all. So, I do think there's, there's perhaps certain assumptions, but in an inclusive community, they tend to be if people have those assumptions, if your community is like healthy and has a good culture, people aren't going to put those assumptions on to you, per se. So you're not going to like, air,your assumption of like, oh, women do this thing. But there are certain like, tends to be observed behaviours, and I don't know if that's like a societal socialisation. I've seen like people discuss, like the way that women tend to jump, which is like kicking your feet behind you. I've heard people like call that a girl jump. That's I don't know. It just says a thing. Like, a lot of women tend to do apparently.",1203,302
17,89,interviewer,I've not heard that. That's strange.,27,6
17,90,participant,"Yeah. As opposed to like lifting the knees and reaching forward with the feet. It's lifting the knees, but kicking your feet behind you, and then having to bring them forward. Which, like I've seen it, I'm like, Okay, I understand what you mean. I didn't necessarily associate that as like a thing that women do. But so I've heard I've heard some, like, interesting kind of things with that. But I think it tends to be like more like, oh, women tend to be better balanced for this scientific reason. If you're in like, kind of a healthy community, or if you have particular thoughts about that. You just like don't air that to people. And that's, I think, the kind of healthier way to do it. But I think another healthy thing with communities is being able to discuss it in a respectful manner. Like because, like I said, I'm, I'm the only woman on the coaching team where I work. So being able to be like, yeah, like what you're doing doesn't work for me. This is what I do instead, and being able to have that I think especially since we're, we've had a lot of growth in the past few years with, like female students, especially with adults. So being like, me being able to be like, yeah, this is like, this is what the tall buff dudes are doing. And this is what I do, I think is a helpful thing, because then you don't necessarily have to find your own way to start out, especially in a coached environment, that can be kind of tricky. So and I think it does help the guys to have those conversations, because then they can be like, relate that to students as well and be like, oh, like, this is the way I do it. But I know that Melissa does it this way. So to have that experience of seeing, like, multiple things done in kind of varied ways, or the specific progressions that I tend to do for certain things for various people, I think is useful. So I think a key to that is being able to have like respectful conversations around those differences. Kind of a roundabout way to answer that question, but [laugh]",1557,382
17,91,interviewer,"And do you, I mean, you might not be able to answer this, but do you see that as something that's happening, is, are things improving in that way? Or is parkour still, all dudes all the time?",145,38
17,92,participant,"I think it's definitely improving. Especially like, I mean, I started in like college. So it's a bunch of like, buff dudes doing things. And let's like, I don't know, you know, this was the perfect stereotype of a bunch of like, buff guys jumping on things, doing crazy stuff. But I think as it's grown, and especially as it's gotten older, and there's been more actual coaching, because I was not the type of person, a lot of the guys I know, there was like the YouTube generation who all learned from online videos, and I was not the person who was going to look at a video and be like, yeah, I think I'm going to try to chuck myself over this thing face first, you know. So I think as coaching has become more available, that has really kind of helped to shift the balance of things. And now a lot more people know what it is they know, like, there's a certain understanding of you don't have to have a certain physical basis to be able to start parkour that's slowly shifting, that's still like a battle that you have, which is like the person looking at and going, Oh, I could never do that. But I think that's starting to shift a little bit more, but at the same time you're still fighting against, as social media has gotten bigger, now, there's kind of like a balance between the coaching side where it's like, okay, I can go somewhere and learn how to do it and have somebody who knows what they're doing teach me. But then also the people seeing, you know, like, the Storror videos, and you know, all this stuff that have people doing crazy, insane things, and being like, Oh my god, like, that's parkour, there's no way. So it's kind of trying to find that balance. But I do think definitely, things have improved, there's been a lot more women, I think, getting involved and a lot more people who are older, like we're starting to slowly break out of the, you know, 20 something demographic, and that's, I think, in part to making it more accessible and, you know, starting at a point and what kind of what I would touched on before with Kongs, whether or not it's a basic vault, you know, be like it doesn't, you can do a Kong and do parkour, or you can not like there's your version of parkour and your level of parkour and you like, there's not a specific baseline that you must start at. So I think that as people have become more aware of that, and like I said, I think coach settings have made a lot of difference, when you can have someone to talk to you and give you specific feedback. Rather than looking at a video trying to do the thing. Looking at your video of you doing the thing, comparing it to the video. It lets you serve a lot more different learning styles and give people kind of a certain amount of I think there is like that mental security, if you will. Of like, Okay, I'm with someone who knows what they're doing. So I feel more comfortable doing this. They're not going to let hurt myself badly. Whereas, as I lovingly call it, when you're 20 something watching YouTube chucking stupid, like, you don't know [laugh] And that's like, someone who's 40 is not going to do that because they're like, man, if I break my hip, that's gonna be a problem for me. Yeah.",2463,604
17,93,interviewer,"Yeah. So kind of bring it back round to the Kong vault because that is in theory, what the study is about [laugh] Yeah, I really like that description of it, of it. Of not thinking of it as a basic vault or an advanced vault or anything like that, but just something you can learn and if you like it you keep going. You can make it more advanced if you want to, or or not. Just kind of leaving up to the individual.",319,85
17,94,participant,"Yeah, that's I heard someone wants to describe it parkour as it's it's not like parkour, it's your parkour, like what you are doing is your parkour. And I think that's really important because it's so easy in parkour to fall into that comparison trap, and think, like, Oh, I'm no good, because I can't do X, Y, and Z. But you still have your particular parkour your strengths, your journey of what you're working on, and maybe the Kong vault is part of that, or maybe you're working on ground Kongs. But there's, the beauty of Parkour is there's a way to adapt, not everything, but nearly everything. So that it's accessible to people, wherever they happen to be a,t it's not, you have to have a certain level of strength to do this thing. It's like, okay, you don't have the strength to do this thing. So we're going to start here and build that strength. It just has so many nice adaptations for everything. Part, I think, if you're only watching, like, you know, videos of really advanced athletes, you don't see that quite as much.",792,190
17,95,interviewer,"Yeah. The thing I find really curious about that is, you know, it's this wide open thing, you can make it what you want. Then contrasting that with coaching, where you kind of need some structure to pass along.",164,39
17,96,participant,Yeah.,4,1
17,97,interviewer,Right? Is that fair to say?,20,6
17,98,participant,[overlap] Yeah.,11,2
17,99,interviewer,So kind of contrasting those two things.,33,7
17,100,participant,"I think the interesting thing with that, so we kind of talked about before, like what actually constitutes a kong, like the particular movement pattern and the order in which you do things. So it's, it's back to that idea of adjusting it to whatever you're going to work on. So whether you're doing you know, Kongs, dive Kongs at like 10 feet high, and then you know, landing and rolling out or you're doing just like little monkey hop, the ground Kongs, you can still take that motion and kind of adjust, okay, I'm going to do this just on the ground, no consequence, or I'm going to do this very high consequence, need to stick my landing, you know, have to don't want to clip my feet on this one, type of idea. So as long as you're doing those kind of that particular movement pattern, that's still going to be your Kong. And that's like where progressions come into it. So that's what coaching, coaching done well, is not just I'm going to show you this thing, and now you try. But that's why breaking the movement apart into pieces, working on specific bits, putting it back together, progressing through each of those is really key. And that's what allows you to keep the integrity of the movement and adapt it to pretty much any scenario.",969,229
17,101,interviewer,"Yeah, I like that word, adapt. Like, there's a basic movement pattern that you can kind of... well yeah, adapt it to the environment, to the individual...",115,27
17,102,participant,"Yep. So as long as like you're working that particular like, okay, here's like a drill working on keeping your knees between your hands. Like that's still working on the Kong, but that's at, you know, the level of someone working on the mobility to be able to, you know, lift their hips and keep their knees inwards as opposed to the person who's You know, I'm diving across a huge space, or I'm doing my Kong to cat to, you know, wall flip or whatever.",347,86
17,103,interviewer,"So, do you think that those kind of patterns... I really like the word, classic parkour movement, I'm definitely stealing that. But it's this like collection of things that people you know, you go to a class, there's like a collection of movements, they've got names. There's certain ways you're coached them. Like, there's, there's some structure to it, but you can adapt it in a lot of different ways.",310,70
17,104,participant,"Yeah, well, and I think different communities have done different things. So like, it tends to all be colloquial after a certain point. Because I know I've visited other communities and they're like, Oh, yeah, we're doing this movement. And I'm like, the what? And they do it like, Oh, yeah, this thing. We call it this, like, so. There's plenty of like, kind of sharing in that. And that's why I think travel is one of the things that's really important to parkour because there are tonnes of ways that people have done things as it's kind of grown in kind of little spaces and then expanded from there. So I think you, yeah, being able to have like, there are like the classic bases, basic things that we think of as parkour. But then there's like tonnes of stuff that people make up all the time. And that's, you know, I would say still part of their parkour as well, you can decide if your parkour includes flips or whatever. So there's no reason you can't decide if it's going to include Kong vaults, depending on the level of where you're at.",808,194
17,105,interviewer,"And do you think those kind of classic movements that kind of like, yeah, classic toolset kind of emerged because they've just proven to be particularly useful, and they've just kind of survived, whereas perhaps other stuff has come and gone? Is there, is it like, is there like a core set of movements that are kind of like, these are really useful, we've passed them on, but you can do what you want around it?",323,76
17,106,participant,"I think it's a combination of what's useful, and also some of what was done first. Because we're young enough that we still can see our roots. So it's like, oh, these were like, here's X, Y and Z original movements. So like, that's, these are in the parkour Hall of Fame. Like everybody knows what the Yamak did, and like, Kong vault were part of that. So that's why I call it like, classic and iconic. Um, so I think a lot of it kind of stems from that. But then there's people who are like innovating and doing all kinds of crazy stuff, and like, how can I combine this roll with this vault, and you know, like, it's, it's constantly evolving. So there's a certain amount of creativity and I think the basics are considered like the the basics or the classics, because they were the first things. And they are like, the building blocks, if you will, you can, there's a lot you can do from them. Whereas some of like, a lot of the newer, really creative stuff is like, okay, you have to have a certain basis in like acrobatics, to be able to replicate that. So I think that kind of has to do with like, okay, these are the originals, the building blocks, this is therefore what people know, they're super useful. And then you can add flourish to it. So I feel like a lot of the newer kind of creative stuff is like, you still use those building blocks. And then what can I add to them or tweak about them? But yeah, the usefulness definitely, is part of it. But again, I do think it has to do with, it was the original things that people did. So that's like, what parkour was. We're not gonna be like, oh, we're throwing out this vault, like, the founders are still alive, for heaven's sake, you know, like, we're way too young to start kind of trying to pick and choose in that way. Just as a sport in general, I feel. And I mean, the founders were all about usefulness, specifically. So that's, like, part of why, like, those movements are still around is like, Oh, yeah, this is really useful, like, doing, you know, metres and metres of QM sucks, but you're going to get real strong, and it's going to help you with like, all of these different movements. So that's why it's still around, not maybe not as flashy is doing a double backflip. But you know, that's still like a necessary part of it.",1751,438
17,107,interviewer,"Yeah, these things have kind of proven themselves over time. And so they get passed on.",69,16
17,108,participant,"Yep. And I think they're some of the most adaptable, as we kind of mentioned before, like, you're able to dress them up and make them very difficult. Or you can start at this very accessible level.",153,37
17,109,interviewer,"I like that description of building blocks. I think that's, that's a good way to think about. Um, I'm aware of the time, I don't want to take up your entire day. Is there anything else that you, that's maybe popped in your head at any point or any thoughts that we didn't get to or anything else you'd like to add?",238,62
17,110,participant,"Uh, trying to think, I mean, I think I think we kind of hit on everything that I wanted to, just like the basics talking about different populations learning Kong vault, that was one I wanted to make sure to hit on, just based on like my experience, and a lot of the like, women I know who have learned it versus the experience of men learning it versus the experience of you know, older or younger populations. So I think I think we pretty much hit on everything that I had in my head is like this is an important kind of piece. So.",417,105
17,111,interviewer,"Cool. Well, we've likewise gone through pretty much all the important sections I like to try and get to so yeah, unless there's anything else I'll I'll stop the recording.",134,30
17,112,participant,No.,2,1
17,113,interviewer,"Cool. Okay, one second.",17,4
18,1,interviewer,"Okay, there we go. So, yeah, as a, as we kind of went through the study is just kind of talking about how some of the movements in parkour have, have kind of spread, how people have come to understand them in their own various ways, and how they coach them to other people as well. And I picked the Kong vault as just a particularly well known movement. So I guess the first thing to kind of start with is, is Kong vault the term familiar to you? Or do you call it something else?",372,96
18,2,participant,"When I very very first started I think I called it Kong vault, but then I like transitioned into catpass, as I was, like, trying to be a bit more respectful to the, you know, the original name of it.",153,40
18,3,interviewer,"Was that, was that just something you felt like doing? Or is that something you felt other people were doing as well?",93,22
18,4,participant,"I think I may have seen posts on dot net, parkour dot net about it or something like that. And I think, you know, I saw the terms first on urban free flow or something, and so it just, I also came from kind of like a martial arts background. So I guess there was like, this idea of like, trying to be respectful to like the ones that came before you, you know, and so it was just like an attempt at this, I suppose.",317,86
18,5,interviewer,So you use the term catpass now?,25,7
18,6,participant,"Yeah, catpass, sometimes Kong vault, but it's it's interchangeable I don't, you know. Yeah.",69,14
18,7,interviewer,"Do you- I'll try and I'll try and use catpass for the interview. Just for consistency. But yeah, I'll probably slip up because I've called it Kong Vault for 12 years now. Which is weird to think about.",154,38
18,8,participant,"Yeah, that makes sense. Like, as I started learning, like, I'm in Turkey, right? I'm not Turkish, obviously. But like, you know, when my wife and I are talking, you'll end up being like a Turk-lish sometimes, you know what I mean? And I think it's, similarly if you're training with people that use different terminology, I find it's originally I was like, Oh, we should all like have a unified something or other. And I'm sure that would be helpful. But it's also like, I think, maybe it's good for the brain to like, just know, like, this might be what this thing is called. And you could just understand it immediately. You know, like, you know, elma is another word for apple in Turkish. So I don't think of like, Oh, okay. Elma means apple, I'm like, ah elma's like this thing, apple's this thing, too. It's just, you know, catpass, Kong, whatever, it's the same thing.",655,160
18,9,interviewer,"And so, just to kind of start us off then, how would you describe a catpass? Very broad question.",75,19
18,10,participant,"Yeah, it's a good one, I need to think about this. For me, a catpass is a linear vault where you're travelling, you know, forward, generally, perpendicular with an obstacle and the idea is to kind of have a symmetrical push with your hands, and tuck with your knees to pass over it, the legs don't usually pass through, you're kind of blocking your body and counter balancing to fly over it. Like a kind of a tuck.",320,78
18,11,interviewer,So the hands come out onto the obstacle first?,37,9
18,12,participant,"Yeah. So you'll reach hands first into the obstacle, and you kind of start to jump, then lift the hips up, then you'll push with your arms as you tuck. So it kind of let that combination of movements boost you over the obstacle.",177,44
18,13,interviewer,"So you mentioned there that the, I can't remember if you said feet or legs, but they don't come through the hands. Does that mean like the hands come off the obstacle and your whole body just travels over?",161,39
18,14,participant,"Yeah, generally, you know, people, when they see the movement, they seem to get that feeling that like, okay, I can't do it, you know, if my feet can't get through my hands, but if anything, I feel like the only thing that maybe passes through that vertical line of where your hands are posted, would be you know, your knees before you're lifting off of the obstacle. So and you're in way more of like, like a tucked planche kind of position than any kind of squatting, you know, like the kash vault you know, where you would actually need to be able to get your, your legs through. So, if you're feeling like your feet have to get through before your hands are lifted I think it's making the movement, not harder but, I mean, harder for me for sure [laugh] but you know, it's making it a little bit different as well.",629,155
18,15,interviewer,"So are the, are the arms or the hands pushing on the obstacle as well?",54,15
18,16,participant,"Yeah, it's like a combination of pull and push. I used to focus way more on the pull when I started and I then a friend of mine, Pedro as a co-worker when I was working in Dubai and I could see he focused a little bit more on the push. And I saw that had like, this combination of that this push and this lift is like I think super useful for getting power in  variable circumstances, you know, like on a wall, maybe you can get a real good pull or at a bar if you're standing. But if you're like running at a bar, you know, you don't really have that same ability.",432,117
18,17,interviewer,"What, what's kind of the difference between push and pull in the movement? How does it affect it?",76,18
18,18,participant,"I see. For me, I found that the push helps me better transfer my run. So when I'm starting to go for more maximal distances for me, my worry isn't so much as I don't worry as much about getting a really, really good pull, and then transferring into the push, I start to worry more about having a very smooth transition of momentum from my run into my push, if that makes sense.",292,74
18,19,interviewer,"So are you the pushing, by push versus pull, like push down onto the obstacle to go up?",67,18
18,20,participant,"For me, yeah, exactly. Pushing down on the obstacle, it's like the most most akin to like a push up type movement, literally, where you're pushing more towards the front of your body. And then what I consider more of a pull would be like, like a front lever kind of movement, where you're going from overhead, because you're leaned down, you know, towards that obstacle, and you're bringing the obstacle kind of in front of you and underneath you is what I would consider more pulling. So it's, you know, that was, I guess, using more lat kind of involvement, versus this push is really, you know, triceps pecs, biceps kind of stuff. ",491,114
18,21,interviewer,"So, do you still use the pull at all? Would, or are you just all about push now?",59,18
18,22,participant,"No, 100%, I think the one thing that I'm kind of big on is like, the there's, you know, the maximal effective technique, if you're trying to get distance, in this case, for a catpass is gonna look different depending on the speed that you're entering, you know, if you're, if you're doing a standing catpass, or, you know, just the split foot, you're gonna need to rely on different aspects of your body to give you that, to give you that, that momentum and that power. And so I feel like, for me, if I'm on the more static end of the spectrum, as far as the moments and that I have before the catpass, I might rely more on the pull. And then as my speed prior to the catpass starts to increase, I might start to rely more on the push.",558,144
18,23,interviewer,"So the pull can kind of generate some some power for travelling? If you are, if you haven't got that from from your run up?",95,25
18,24,participant,"Yeah, I think so. It helps me get that initial, you know, launch forward into it. I then can push down into the obstacle and block over it as I as I tuck, you know.",123,35
18,25,interviewer,"I mean, you started to talk about takeoffs a bit there. Are there particular ways to take off for the movement?",88,21
18,26,participant,"Yeah, I think there's a lot of ways, for me, I guess the three main ways I would say is punch, which is jumping off two feet, kind of like a plyo, a technical plyo, not like a physical exercise plyo. The split foot, which I find closest to like, a hurdle in gymnastics, or a gallop, which is like a one sided skip. And then the last one that I see the least but it still exists is like just a straight running stride. You don't do any, you know, like a one foot takeoff kind of thing. Obviously, there's others, there's step ups, and you can tac into it or you can, whatever, there's so many different ways, but I think those are like, from the ground the three kind of classic, or most common ways I would say.",540,141
18,27,interviewer,"Yeah, there's always gonna be like, wild variations on every, on everything, right?",65,13
18,28,participant,"Yeah. And even variations inside it, you know, like the same for , one of my friends is a gymnast. And seeing his plyo is way more like the classic exercise one because he's hitting the hell out of the ground as he's used to a springboard, you know, whereas, even when I plyo it's, I'm trying to be soft, you know, I'm not smashing into the ground because I'm not used to being on something springy, I'm used to being on the ground. So even that can change. I, I've seen people split foot, you know, hybrid split foot plyo, or use way more kick in their split foot, you know [unclear]",443,112
18,29,interviewer,"Do those, perhaps more with the, like, more common ones that you mentioned, rather than worrying about all the edge cases, are there, how do they kind of affect the movement? If they do?",145,34
18,30,participant,"Um, I think, you know, Parkour is kind of cool in that you can always you know, if you have those little, my sister in law has like a little kid now so watching her do puzzles and stuff like that, you know, there's like, can't fit like a square peg in a round hole or something like this. And I feel like there's a lot of times where you can, you can cheat a bit and get, you know, what you want, but from different techniques, but for me, like the split foot is, ends up being kind of the most bang for your buck take off, kind of like the pareto principle, if takeoffs were 80%, of what you want to do with the catpass, maybe can be done with this, with this split foot, which is why it's it's useful to to learn, I think, but I think when I was younger, I kind of attributed the split foot with, since it's a smoother transition from run into the vault, it's better for getting like distance. And then I would use the plyo, or, you know, the punch, if I was trying to go up on something higher. But I find these days, I'm mostly sticking with a split foot or doing like, a split foot plyo, where I'm not heel driving as much as I might for a normal split foot. But that being said, you know, if you're doing a running jump into a catpass, you're generally going to be taking off two feet, just like the punch. So I think both are both are useful, depending on the purpose of it. If I'm connecting in a kind of dense area, or after a precision or for rails, you know, I'm not, you're not split footing on a rail pretty easily. So it's generally going to be that punch take off. And then if I'm on the, if I'm doing something that I'm able to take off on the ground, or you know, a decent enough wall, then it's gonna be a split foot.",1312,349
18,31,interviewer,And is that because it's just kind of blends that forward motion into the movement easier?,73,16
18,32,participant,"Yeah, I think it has been way, way more gentle, exactly, you illustrated it perfectly, a gentle sort of acceleration or transference of that momentum, rather than a potentially abrupt, you know, angular shift.",167,34
18,33,interviewer,"And how about on the other side of the obstacle? Are there particularly common ways to land from it? Or, you started to mention connecting it to other movements as well?",135,31
18,34,participant,"Yeah, I think I mean, I think two foot landing is a great starter. So you know, if somebody was doing catpass, I would have them start with that, obviously, not start with that. But if they're actually clearing the, you know, the catpass, already, they would just have them land precision, since it's a potentially safer, more stable place, you know, and then after that, you know, they'd start to run out of it, and I kind of think of it, there's, I had a funny, I don't know if it's a compensation, but a funny habit, where we did like an endurance challenge, where we were doing 50 different movements of seven different movements or something like this. And when we got to the catpasses, I was like, being real sure to switch up which foot I was split footing with every single time, so that I would just not fatigue one side of my body more than the other. But I still noticed about halfway through, I was like, my left leg is like, hella tired, what's going on, you know, I'm just unknowingly, even though I was switching my entry my, my landing was left foot stepping out every single time. And so, you know, making sure to, you know, years and years ago, but, you know, I think it's good to to be ambidextrous in that. And that's too, you know, ease the load. So, I think stepping out in stride, and precision are probably the classic ones. And then, second from that, if I'm going, if I'm stepping out of it, I find theres kind of like two ways that I'll generally step out of it. One is I'll keep one knee higher, and just go out of it running. And then the second one is, as I'm exiting it'll be more similar to that stride where one foot or swing through, one foot reaches down while the non-landing leg reaches behind so that as soon as the landing foot makes contact, I can kick through into a jump or keep my momentum going. And I feel like it really lessens the impact on the single leg takeoff. So if I have the space or the momentum, this is the one I generally like to go with.",1530,384
18,35,interviewer,"Is it quite an impactful landing from a kong vault, perhaps in comparison to other vaults?",73,16
18,36,participant,"I would say so, I think it's probably one of the most dynamic, what's it called, dynamic basic vaults that we have, you know, the only one that I personally feel like I get higher on is, is like my reverse vaults sometimes. So what I'm kind of thinking of, in respects to impact in this case is like, where are my hips in relation to the ground or the place that I'm landing? And then also, you know, how dynamic is the movement, something like a step vault, your hips get to stay really low. And you can see that we don't have to have any amount of dynamism or I don't know what to say, to the amount of, you know, speed into your landing. But for the catpass, you know, if you're doing your catpass, like, you might be an arm's length away from, you know, the obstacle, then you might get some lift after that, and then you're having to take that landing, you know, as well. So I think it's probably one of the most dynamic, impactful landings that there couldn't be.",740,187
18,37,interviewer,Does that make it potentially harder to come out of it with like a single leg landing compared to some other vaults? And so maybe connect it to other movements?,129,30
18,38,participant,"Yeah, I think, just from my experience, doing it and teaching it, I would say so. But that being said, I feel like you know, most people get the get the hang of one kind of way, sooner or the other, but the two foot way tends to be the natural, you know, the first one, the first one, but is that the natural one, because most of the time when people teach they're teaching precision jumps, so they're locking in this landing technique, you know, I've never had a student when I said, I'm not going to teach them precisions or landing catpass, then I'm just going to teach them and have it stepping out. Sometimes I've seen people do it naturally. But you know, more often than not, it's that two foot kind of stability landing. And I think that is a piece of it does have some more impact. Not a lot, but.",617,156
18,39,interviewer,"You're kind of coming off the obstacle, and you're just in midair, almost as if you are doing that precision, you don't have that limb kind of behind you lowering you down, like you're do in some, even something like a dash vault, to a degree.",187,46
18,40,participant,"Yeah, exactly. 100%. Yeah, that dash vault, you can, even when you're powering into it, the momentum is kind of hitting different, you know, I feel like if you're doing the catpass itself, it's kind of like, you're getting this dip and then this lift after it. Whereas with the dash, I feel like you're, you can still get a lot of power from that movement. But because your hips are still low, you know what I mean? If you think of, for a dash versus the catpass, what gives you... your hips start low, and then that explosive hip extension, lifts the hips up to help you get more power out of it. But for the catpass, you're putting your hips high, and your catpassing and putting your hips even higher. You know.",545,134
18,41,interviewer,"You mentioned the dip, is that like a dip before the obstacle, like, as a counter movement jump?",75,18
18,42,participant,"Yeah a, a slight dip, I feel like this is again, one of those things that is most beneficial for for the slow to medium speed entries. And it's, I mean, the theory, at least behind it that seemed to make sense for me and why I kept up with it is that it allows me a little bit more range of motion, you know, versus having to just push up the obstacle from, you know, here or here, I'm able to actually do, you know, up above and get my hands on the obstacle for a longer time, thus potentially generating more power into it.",402,106
18,43,interviewer,"So it gives you more range of motion with the upper body, with the arms.",56,15
18,44,participant,"And with the jumping leg, as well. I find that there's another thing like to take like a like an ancillary movement, at least entry wise like the webster. That's one that I see people struggle with a lot of times because they're so upright in the movement the whole time, and then they just, you know, are flying down. And I think you can see that a little bit with a catpass, too, if people are, you know how sometimes they'll anticipate the obstacle, and now, they'll have the brakes kind of on. So since the brakes are on their chest is a little bit down in back. And so then they're throwing their weight down into the obstacle, rather than just kind of skipping it off like a stone. And I think the dip can help people naturally do that.",577,142
18,45,interviewer,"I mean, I guess it's like any other, jumping in a way, you come down to go up?",56,18
18,46,participant,"Exactly, yes.",10,2
18,47,interviewer,"Naturally, almost.",15,2
18,48,participant,Yeah. Makes sense. That's a good way to say it.,34,10
18,49,interviewer,"And right at the start, as well, I made a note that you also mentioned the hips coming up, which is something that's come up in quite a few other discussions I've had, do they have to, is that like, an important component, the hips getting up quite high?",196,49
18,50,participant,"Yeah, I think so many, it depends, again, on the type of move, if you're doing something like a double Kong, double catpass, like your hips are going super high, but but you want to get them high enough that you are able to, I think, use your arms and get that clearance and get back to the you know, get back to landing on your feet, but it's on top of the obstacle or, or over it. So I generally, you know, want people to at least think about getting their hips, level with their head when they're, you know, doing the movement itself. And I think that also helps accentuate that lift that someone might need to, to get that feeling of weight on the arms is I think one of the biggest pieces of it, because if you're if you, you know, you've seen probably people do the like, they can clear the obstacle, and they kind of, like, touch it, right, and they and they stay very vertical that whole time. And people can do that 100%, but you can see that the, the arms aren't aiding them really in the movement that much. And in my perspective, you know, the clearance is way less, therefore, it's a more risky manoeuvre to keep your body vertical, rather than get it, you know, more inverted. So for me, I think the big benefits are more clearance for the legs, it helps give that, I kind of, think of it like a hammer, like, you know, our hips are generally where the centre of gravity is. So when you, if you throw a hammer up, it kind of spins in a weird metre, you know, it doesn't circle, it doesn't spin around smoothly. So by lifting those hips up, and then at the very end of that lift, being able to push, you know, jump, push and tuck, it can get you even higher. And it lets you put the weight on your arms, so you have the ability to push. Because I think for me, technically, when I'm doing like, any kind of parkour movement, I'm trying to ask myself, how much, how much power can I generate from every part of my body, you know, you know, even for something like a jump, the, you know, the arm swing itself can add, you know, a foot of distance to your jump, if not more than I think if you are you really want to get the most out of your arms for the catpass for a safety standpoint?",1673,432
18,51,interviewer,Does bringing the hips up mean that you need to reorientate yourself for a landing in that case?,78,18
18,52,participant,"Yeah, I think that's part of what that that last block in that push does is it helps, right you and angle the, you know, angle your chest or your spine in the direction that it needs to be, you know, if you're wanting to continue, if this is your head, you know, maybe you're only going to this, you know, but if you're going for like a catpass precision, you're rotating all the way maybe, you know, to a slightly less slightly past vertical with a backwards lean so that you can get that stick, you know, but that's, I think the arms help you control that, that orientation, that reorientation into the landing a lot.",477,117
18,53,interviewer,"Do you find that people find that kind of you know, getting the hips high and trusting the arms a bit, something a bit intimidating about the movement or or something scary?",139,32
18,54,participant,"Yeah, 100% and and that's why I think you start on the ground. Once they get comfortable in the ground. One of my favourite, like go to kind of obstacles if I'm teaching outside is like a picnic table lengthwise, so that if they do, you know, mess up, they just fall on the ground essentially, you know, at ground level because there's no distance so I think it's 100% an intimidating movement for for some newcomers. Obviously, we've probably all gotten like the, the young bloods that don't really care, this kind of huck it. But, you know, for most normal people kind of getting into it, I think that's sketchy, the only thing they might have done close to it would maybe be like a burpee, you know, if they've, if they, if they're athletic, but even then, you know, it's, I think there's a reason why it's just more risky, right, there's more momentum to do it, therefore, there's more risk associated with it. And then, to get that technique, it just takes some time. And there's that coordination, it's like, same thing, like, if you're trying to do a, you know, a power clean or something like that, you have to, there's a lot of little pieces that you got to get right to, to get that bar up off the ground where it gets your body up on top of that obstacle and feel like, you're not going to shin yourself or knee capitate or you know land on your head. And so I think the ground based stuff, you know, some hand, a lot of handstand side work, if they're not used to that, you know, just getting their body inverted on them with their weight on their arms, so they can learn that they can trust their arms, you know, so that they can get that more horizontal body position, which will then you know, inevitably be safer. It's, you know, we have these habits, you know, we're always upright, things are like this, and we're moving fast, it's probably not a good thing, usually, or, you know, same thing for like backflip, if you're going like this, and you're in the air usually something really bad's happening [laugh] People freak out. Like, well, I don't think it's as hard for people to get the hang of as the backflip mentally, I think it's still 100% of barrier for for some.",1671,408
18,55,interviewer,"I'm curious, because I made a note of this to follow up on. If it's kind of I mean, you know, I don't want to say risky, but it's a riskier vault to learn and stuff. But earlier on, you referred to it as a basic vault.",160,47
18,56,participant,Yeah.,4,1
